id_employee,Name,last_name,gender,email,area,salary,type,finish_date
54-5142130,Padraig,Yakolev,male,Padraig_Ya_R@company.com,Engineering,170952,remote,"2021-05-19 00:56:50"
54-0277324,Aguie,Conechie,male,Aguie_Co_H@company.com,Accounting,102422,hybridic,"2021-05-18 09:41:51"
29-2858175,Madalena,Abramcik,woman,Madalena_Ab_H@company.com,Engineering,101979,hybridic,"2021-05-11 03:44:16"
51-8411823,Fredi,Casely,woman,Fredi_Ca_R@company.com,Engineering,86556,remote,"2021-05-07 14:50:41"
26-7040229,Lurlene,Ciementini,male,Lurlene_Ci_R@company.com,Engineering,153562,remote,"2021-05-06 21:28:39"
41-5799574,Gelya,Rolling,male,Gelya_Ro_H@company.com,Accounting,96464,hybridic,"2021-05-04 07:54:41"
48-3261473,Joyce,Wordsworth,woman,Joyce_Wo_H@company.com,Training,123678,hybridic,"2021-05-03 01:12:06"
06-6708573,Marchall,Leverington,male,Marchall_Le_R@company.com,Training,115867,remote,"2021-05-02 14:04:26"
08-4059646,Nobe,Dannel,male,Nobe_Da_R@company.com,"Research and Development",166477,remote,"2021-05-02 05:12:06"
04-1160870,Fredericka,Bust,woman,Fredericka_Bu_H@company.com,Training,96470,hybridic,"2021-05-02 00:03:01"
55-8122150,Ethelind,Errington,woman,Ethelind_Er_R@company.com,"Research and Development",88688,remote,"2021-05-01 04:00:26"
38-4495296,Kit,Clelland,male,Kit_Cl_H@company.com,Engineering,77503,hybridic,"2021-04-20 09:17:00"
52-3376941,Virgina,Featonby,male,Virgina_Fe_R@company.com,Sales,156347,remote,"2021-04-16 15:20:03"
45-0078982,Elli,Bridden,woman,Elli_Br_H@company.com,"Human Resources",131711,hybridic,"2021-04-12 01:18:26"
42-6461928,Darelle,Montilla,woman,Darelle_Mo_H@company.com,"Human Resources",118529,hybridic,"2021-04-09 19:19:52"
35-1309550,Trip,Phillimore,woman,Trip_Ph_R@company.com,Support,170538,remote,"2021-04-06 02:02:30"
49-7508449,Marianna,Stigers,woman,Marianna_St_R@company.com,Support,90058,remote,"2021-04-05 13:59:38"
16-7137333,Barbara-anne,Ronaghan,male,Barbara-anne_Ro_H@company.com,Engineering,128737,hybridic,"2021-04-05 03:51:42"
48-9184980,Cad,Impy,woman,Cad_Im_H@company.com,"Product Management",95718,hybridic,"2021-04-04 02:33:44"
48-8372206,Perrine,Ahmed,male,Perrine_Ah_R@company.com,Services,97288,remote,"2021-04-03 09:21:12"
57-3495763,Woodman,MacDowal,woman,Woodman_Ma_R@company.com,"Business Development",161328,remote,"2021-04-03 08:23:42"
60-0706864,Alden,Matej,woman,Alden_Ma_R@company.com,Training,113937,remote,"2021-03-31 00:58:58"
66-6993932,Nate,O'Callaghan,woman,Nate_O'_R@company.com,"Human Resources",111972,remote,"2021-03-26 07:35:25"
39-2141347,Weston,Mohamed,woman,Weston_Mo_R@company.com,Engineering,102272,remote,"2021-03-25 21:55:23"
60-5892180,Andriette,Renish,male,Andriette_Re_R@company.com,"Research and Development",146395,remote,"2021-03-24 20:27:24"
11-3563150,Ralf,Manwell,woman,Ralf_Ma_H@company.com,Engineering,84784,hybridic,"2021-03-23 15:18:37"
04-4464846,Eloisa,Colafate,male,Eloisa_Co_H@company.com,Engineering,132753,hybridic,"2021-03-17 10:43:01"
44-3501726,Rochette,Ghiron,woman,Rochette_Gh_H@company.com,Accounting,74437,hybridic,"2021-03-17 07:55:14"
11-1348636,Sammie,Dormon,woman,Sammie_Do_R@company.com,"Human Resources",129921,remote,"2021-03-16 18:09:45"
40-4079476,Devi,Astridge,woman,Devi_As_R@company.com,Training,112368,remote,"2021-03-16 17:22:36"
10-8732936,Shurlocke,Merriott,male,Shurlocke_Me_R@company.com,Support,139554,remote,"2021-03-15 14:22:26"
37-9996327,Ivory,Privett,male,Ivory_Pr_H@company.com,"Human Resources",126780,hybridic,"2021-03-15 11:42:17"
06-4874575,Patrice,Giller,woman,Patrice_Gi_R@company.com,Training,90126,remote,"2021-03-15 06:05:19"
06-6327671,Guenevere,Furney,male,Guenevere_Fu_R@company.com,"Business Development",182613,remote,"2021-03-12 02:35:47"
05-6775716,Cleve,Tirrey,woman,Cleve_Ti_R@company.com,Sales,161847,remote,"2021-02-28 17:57:46"
15-3989131,Laughton,Bax,male,Laughton_Ba_H@company.com,Engineering,140168,hybridic,"2021-02-28 11:08:05"
04-4059376,Levin,Rosenfeld,male,Levin_Ro_R@company.com,Engineering,149109,remote,"2021-02-25 13:43:01"
26-6034541,Ulrich,Balm,male,Ulrich_Ba_H@company.com,Accounting,152920,hybridic,"2021-02-25 13:34:09"
09-8656053,Vidovik,Gayther,woman,Vidovik_Ga_R@company.com,Services,107195,remote,"2021-02-23 21:11:30"
48-5113026,Elston,Richten,woman,Elston_Ri_H@company.com,"Business Development",110690,hybridic,"2021-02-23 07:21:37"
62-6390234,Edy,MacSkeagan,woman,Edy_Ma_H@company.com,Marketing,68655,hybridic,"2021-02-23 01:11:58"
53-5166611,Neely,Aleshkov,woman,Neely_Al_H@company.com,Engineering,166398,hybridic,"2021-02-21 16:03:21"
08-7944654,Giraldo,Braine,woman,Giraldo_Br_R@company.com,"Business Development",162601,remote,"2021-02-20 13:57:03"
48-5722081,Astrid,Wraxall,male,Astrid_Wr_H@company.com,Sales,105415,hybridic,"2021-02-20 09:05:55"
22-5617639,Nalani,Martineau,woman,Nalani_Ma_R@company.com,Support,106288,remote,"2021-02-19 08:36:32"
56-2362004,Nicoli,Klimpke,woman,Nicoli_Kl_R@company.com,Accounting,117325,remote,"2021-02-18 04:52:06"
51-4282411,Randi,Giraudot,woman,Randi_Gi_H@company.com,Engineering,167722,hybridic,"2021-02-12 09:56:34"
04-8692226,Lilllie,Totton,male,Lilllie_To_H@company.com,"Human Resources",132980,hybridic,"2021-02-12 05:02:51"
66-9870078,Shepperd,Fagg,male,Shepperd_Fa_R@company.com,Engineering,127210,remote,"2021-02-11 10:15:39"
64-1343637,Farand,Bewlie,woman,Farand_Be_R@company.com,Training,118694,remote,"2021-02-10 18:07:08"
05-0984551,Carmel,Feaster,woman,Carmel_Fe_H@company.com,Accounting,130890,hybridic,"2021-02-07 22:39:19"
32-0588112,Emory,Frissell,woman,Emory_Fr_R@company.com,Engineering,178096,remote,"2021-02-03 16:16:55"
50-1071599,Mara,Defty,male,Mara_De_R@company.com,"Business Development",168050,remote,"2021-02-02 05:02:36"
34-1999139,Saxon,Dene,woman,Saxon_De_R@company.com,"Business Development",91149,remote,"2021-01-19 21:05:18"
53-3069746,Cherilynn,Barensen,male,Cherilynn_Ba_H@company.com,Engineering,157054,hybridic,"2021-01-19 18:57:36"
16-4585798,Tallia,Sausman,male,Tallia_Sa_H@company.com,Engineering,175388,hybridic,"2021-01-18 16:07:02"
22-6222200,Bucky,Jefferies,woman,Bucky_Je_R@company.com,"Research and Development",182840,remote,"2021-01-18 09:26:29"
45-1049788,Hugibert,Aingell,woman,Hugibert_Ai_H@company.com,Engineering,184585,hybridic,"2021-01-13 11:50:08"
62-9594870,Lyle,Chastenet,male,Lyle_Ch_H@company.com,"Research and Development",156771,hybridic,"2021-01-12 21:11:16"
21-6145481,Dewie,Shitliff,woman,Dewie_Sh_R@company.com,Auditing,144621,remote,"2021-01-09 02:34:37"
67-1254614,Curcio,Gwyllt,woman,Curcio_Gw_H@company.com,Accounting,138610,hybridic,"2021-01-02 01:17:00"
24-6863234,Lothaire,McCole,male,Lothaire_Mc_H@company.com,"Business Development",134559,hybridic,"2020-12-22 12:09:40"
49-4186398,Anna-maria,Elesander,male,Anna-maria_El_H@company.com,Sales,93679,hybridic,"2020-12-15 19:04:27"
37-3860988,Nona,Hullot,woman,Nona_Hu_R@company.com,Engineering,111875,remote,"2020-12-09 17:01:34"
30-4210947,Sheba,Cuff,male,Sheba_Cu_R@company.com,Accounting,152873,remote,"2020-12-06 21:23:38"
47-7109360,Jaquenetta,Probetts,woman,Jaquenetta_Pr_H@company.com,Engineering,78620,hybridic,"2020-12-04 04:49:09"
38-7006247,Elenore,Tankus,male,Elenore_Ta_R@company.com,Engineering,82104,remote,"2020-12-02 21:11:26"
04-3674710,Borg,Anwell,woman,Borg_An_R@company.com,"Business Development",162671,remote,"2020-12-02 18:44:23"
20-9579874,Elmer,Sirr,male,Elmer_Si_R@company.com,"Human Resources",146426,remote,"2020-11-28 02:47:35"
49-1965498,Shellysheldon,MacAirt,male,Shellysheldon_Ma_H@company.com,Accounting,158554,hybridic,"2020-11-27 15:31:23"
16-1690323,Claiborne,Butrimovich,male,Claiborne_Bu_R@company.com,Legal,88892,remote,"2020-11-27 15:14:05"
37-8236006,Riley,Poole,male,Riley_Po_H@company.com,Engineering,102341,hybridic,"2020-11-26 20:13:40"
05-0921423,Felipe,Aulton,woman,Felipe_Au_R@company.com,Training,91284,remote,"2020-11-25 17:28:39"
63-8805994,Ingemar,Skipworth,woman,Ingemar_Sk_H@company.com,Engineering,177460,hybridic,"2020-11-14 08:32:37"
61-9840518,Vail,Betterton,male,Vail_Be_H@company.com,Engineering,91989,hybridic,"2020-11-11 20:11:59"
66-5711916,Lilith,Tourot,woman,Lilith_To_R@company.com,Engineering,75487,remote,"2020-11-10 12:27:59"
46-5634034,Desi,Cattel,male,Desi_Ca_H@company.com,Engineering,150420,hybridic,"2020-11-09 05:05:33"
13-0348278,Javier,"De la Yglesia",male,Javier_De_H@company.com,Training,86811,hybridic,"2020-10-28 08:11:18"
13-7485924,Jackson,Simmance,male,Jackson_Si_H@company.com,Marketing,162072,hybridic,"2020-10-27 23:41:32"
64-8767106,Casi,Calvie,woman,Casi_Ca_R@company.com,Accounting,112779,remote,"2020-10-27 08:16:43"
36-7183159,Darrell,Jefferys,male,Darrell_Je_R@company.com,"Business Development",69009,remote,"2020-10-26 08:12:52"
49-2738213,Friedrich,Kindleside,male,Friedrich_Ki_H@company.com,Services,146838,hybridic,"2020-10-20 09:06:15"
48-6671450,Zachariah,Eggins,male,Zachariah_Eg_H@company.com,Accounting,163179,hybridic,"2020-10-17 08:01:13"
35-2368137,Sam,Schuck,male,Sam_Sc_H@company.com,"Research and Development",174569,hybridic,"2020-10-17 01:17:05"
27-7845345,Kayne,Stanfield,male,Kayne_St_H@company.com,Training,73360,hybridic,"2020-10-14 16:15:15"
63-0010536,Mellisa,Bezzant,male,Mellisa_Be_R@company.com,Sales,77831,remote,"2020-10-13 21:27:55"
22-3547513,Yolane,Fitzsimons,male,Yolane_Fi_R@company.com,Support,66605,remote,"2020-10-12 08:23:21"
60-7032372,Neale,Gagen,male,Neale_Ga_R@company.com,"Business Development",82292,remote,"2020-10-05 23:13:12"
53-0838292,Karin,Gowry,woman,Karin_Go_H@company.com,"Research and Development",172959,hybridic,"2020-10-03 17:02:11"
19-6237092,Luz,Waberer,male,Luz_Wa_R@company.com,"Business Development",109606,remote,"2020-10-02 09:51:31"
34-3111515,Olia,Jaynes,male,Olia_Ja_R@company.com,Training,73376,remote,"2020-09-22 12:44:39"
48-1171427,Carey,Coll,male,Carey_Co_H@company.com,Accounting,99300,hybridic,"2020-09-13 00:08:19"
52-8170445,Carce,Beacroft,woman,Carce_Be_R@company.com,"Product Management",173093,remote,"2020-09-03 06:52:28"
43-8215160,Norbert,Chazelas,male,Norbert_Ch_R@company.com,Engineering,65949,remote,"2020-09-01 07:03:34"
21-5749828,Alexandrina,Fratson,woman,Alexandrina_Fr_R@company.com,Engineering,104913,remote,"2020-08-29 00:53:42"
68-1108386,Marinna,Sunderland,woman,Marinna_Su_R@company.com,Sales,175820,remote,"2020-08-28 04:51:58"
51-6209454,Cornelius,Klaves,woman,Cornelius_Kl_H@company.com,"Research and Development",140355,hybridic,"2020-08-23 16:14:37"
40-6893383,Christal,Bensusan,male,Christal_Be_H@company.com,Legal,164863,hybridic,"2020-08-22 10:03:28"
27-0806100,Korie,Rivallant,woman,Korie_Ri_R@company.com,Services,158784,remote,"2020-08-20 21:40:59"
54-8700073,Alexia,Dermott,male,Alexia_De_H@company.com,"Product Management",121231,hybridic,"2020-08-14 23:19:14"
45-3761859,Danny,Perrins,male,Danny_Pe_H@company.com,Accounting,113057,hybridic,"2020-08-08 11:46:11"
24-3016260,Henderson,Warlaw,male,Henderson_Wa_H@company.com,Services,175780,hybridic,"2020-08-05 20:17:00"
59-1405824,Wilden,Pigrome,male,Wilden_Pi_H@company.com,Sales,169507,hybridic,"2020-08-05 08:26:27"
42-6471326,Dacie,Biagioni,woman,Dacie_Bi_R@company.com,"Business Development",139369,remote,"2020-07-29 16:19:14"
64-7075173,Tam,Kitchaside,male,Tam_Ki_H@company.com,Support,96849,hybridic,"2020-07-28 21:09:48"
36-3669048,Chiarra,Mehaffey,male,Chiarra_Me_H@company.com,Sales,140090,hybridic,"2020-07-27 18:11:28"
20-7581387,Rosemaria,Horsley,male,Rosemaria_Ho_R@company.com,Marketing,158030,remote,"2020-07-17 11:25:57"
43-6565548,Alberik,Dominiak,woman,Alberik_Do_R@company.com,Engineering,73864,remote,"2020-07-14 19:02:39"
62-5807755,Esteban,Poupard,woman,Esteban_Po_R@company.com,"Product Management",135045,remote,"2020-07-03 07:10:51"
06-5619733,Rosene,Mangan,woman,Rosene_Ma_H@company.com,Services,178861,hybridic,"2020-07-01 04:38:09"
63-9262647,Arlette,Garforth,male,Arlette_Ga_R@company.com,Engineering,155463,remote,"2020-06-28 07:17:45"
36-8641166,Pattie,Chugg,male,Pattie_Ch_R@company.com,Engineering,158704,remote,"2020-06-20 13:37:55"
05-2622388,Queenie,Baruch,male,Queenie_Ba_H@company.com,Marketing,178217,hybridic,"2020-06-17 10:30:11"
11-5603970,Allene,Flemmich,male,Allene_Fl_H@company.com,Engineering,108141,hybridic,"2020-06-16 02:50:36"
44-1205340,Booth,Musla,woman,Booth_Mu_H@company.com,Engineering,83197,hybridic,"2020-06-12 14:31:07"
51-4020662,Mathilde,Steen,male,Mathilde_St_H@company.com,Engineering,119121,hybridic,"2020-06-09 06:29:24"
61-2374878,Diannne,Tongue,woman,Diannne_To_R@company.com,Marketing,120729,remote,"2020-06-07 11:08:11"
15-8711329,Giselle,Ashcroft,male,Giselle_As_H@company.com,Accounting,158711,hybridic,"2020-06-04 03:38:34"
48-8616664,Nataline,Dannell,woman,Nataline_Da_R@company.com,Accounting,130921,remote,"2020-06-03 21:58:49"
01-8840917,Rich,Horsted,male,Rich_Ho_H@company.com,Engineering,154919,hybridic,"2020-06-03 19:22:49"
11-4118893,Bowie,Heams,woman,Bowie_He_R@company.com,Engineering,144947,remote,"2020-05-27 19:37:39"
02-8655722,Frank,Harland,male,Frank_Ha_R@company.com,Services,162292,remote,"2020-05-23 15:37:40"
21-8445735,Maryrose,Heaney`,woman,Maryrose_He_H@company.com,Sales,86227,hybridic,"2020-05-22 03:08:38"
47-2972794,Alexandros,Crus,male,Alexandros_Cr_R@company.com,Engineering,120534,remote,"2020-05-20 17:14:40"
62-4757589,Blancha,Glaister,woman,Blancha_Gl_H@company.com,Accounting,111539,hybridic,"2020-05-13 09:02:36"
42-3546426,Timmy,Shuter,woman,Timmy_Sh_R@company.com,Engineering,163710,remote,"2020-05-04 01:43:35"
54-9900822,Orelie,Silvermann,woman,Orelie_Si_R@company.com,"Human Resources",177262,remote,"2020-04-27 12:21:03"
15-1308488,Dudley,Ambrosch,male,Dudley_Am_H@company.com,Accounting,82639,hybridic,"2020-04-26 04:02:07"
33-8016186,Odelle,Learmount,woman,Odelle_Le_R@company.com,Sales,161323,remote,"2020-04-25 18:59:05"
12-9923552,Novelia,Rosenbloom,male,Novelia_Ro_H@company.com,"Research and Development",172918,hybridic,"2020-04-24 16:09:23"
69-2191395,Camey,D'Elias,male,Camey_D'_H@company.com,Engineering,171740,hybridic,"2020-04-24 06:00:50"
22-4761575,Giustino,O'Harney,woman,Giustino_O'_H@company.com,Sales,83279,hybridic,"2020-04-23 21:34:41"
67-9403566,Antoine,Stagg,male,Antoine_St_H@company.com,Engineering,149049,hybridic,"2020-04-16 03:35:47"
39-0727291,Bobina,Finlator,male,Bobina_Fi_R@company.com,Accounting,179330,remote,"2020-04-12 19:35:34"
51-6329085,Gregorius,McNeish,woman,Gregorius_Mc_H@company.com,"Business Development",79118,hybridic,"2020-04-03 23:45:48"
57-0376362,Erma,McGeever,male,Erma_Mc_H@company.com,Services,154496,hybridic,"2020-03-30 11:36:26"
14-3033094,Melita,Whitty,woman,Melita_Wh_R@company.com,Training,65562,remote,"2020-03-22 03:04:41"
34-6143252,Margalo,Carsberg,woman,Margalo_Ca_H@company.com,"Product Management",147472,hybridic,"2020-03-20 04:37:00"
10-2379862,Iseabal,Birtle,woman,Iseabal_Bi_R@company.com,Engineering,166296,remote,"2020-03-19 18:54:16"
15-3086131,Jerrilyn,Gritton,male,Jerrilyn_Gr_H@company.com,Training,80925,hybridic,"2020-03-15 08:43:40"
36-6773046,Ralf,Bellerby,male,Ralf_Be_R@company.com,"Product Management",176998,remote,"2020-03-14 19:39:32"
58-3360666,Susy,Skerritt,woman,Susy_Sk_H@company.com,Engineering,92382,hybridic,"2020-03-14 06:06:30"
55-8915299,Bel,Connah,woman,Bel_Co_H@company.com,Support,134524,hybridic,"2020-03-12 03:03:08"
15-2307956,Eugenie,Maplethorp,woman,Eugenie_Ma_R@company.com,Services,115830,remote,"2020-03-12 02:09:34"
24-1878295,Gustaf,Lawrinson,woman,Gustaf_La_H@company.com,Accounting,177510,hybridic,"2020-03-09 10:26:38"
59-6588155,Waldo,Abelov,male,Waldo_Ab_H@company.com,"Product Management",77546,hybridic,"2020-03-08 18:08:10"
60-0707965,Saidee,Scotchbrook,male,Saidee_Sc_R@company.com,Engineering,164702,remote,"2020-03-02 10:55:13"
39-8694226,Wilbur,Bruster,male,Wilbur_Br_R@company.com,Training,80145,remote,"2020-02-28 06:32:46"
04-1846467,Georgy,Snailham,woman,Georgy_Sn_H@company.com,Services,115618,hybridic,"2020-02-25 04:02:35"
22-3057373,Jacquetta,Densie,woman,Jacquetta_De_R@company.com,Engineering,74301,remote,"2020-02-24 20:56:33"
32-0916135,Salem,Skirvane,woman,Salem_Sk_R@company.com,Marketing,171330,remote,"2020-02-20 03:47:14"
22-8223362,Sandor,Brewers,woman,Sandor_Br_R@company.com,Engineering,95761,remote,"2020-02-16 04:39:19"
62-4371064,Pier,Scamadin,male,Pier_Sc_H@company.com,Engineering,146321,hybridic,"2020-02-15 07:07:19"
21-9119947,Remy,Halewood,woman,Remy_Ha_H@company.com,"Human Resources",135462,hybridic,"2020-02-14 07:50:51"
47-4141948,Lucita,Allsupp,woman,Lucita_Al_R@company.com,Engineering,79426,remote,"2020-02-09 16:30:57"
60-1768640,Abran,Redmell,woman,Abran_Re_R@company.com,"Product Management",132307,remote,"2020-02-09 15:54:18"
47-1547925,Berni,Spellman,male,Berni_Sp_H@company.com,Services,146697,hybridic,"2020-02-02 17:35:56"
41-1009734,Nerti,Wadie,woman,Nerti_Wa_R@company.com,"Human Resources",110585,remote,"2020-02-02 05:19:16"
57-0018229,Leontine,Filippi,male,Leontine_Fi_R@company.com,Engineering,115884,remote,"2020-01-29 02:26:52"
01-4620408,Linzy,Geeves,male,Linzy_Ge_R@company.com,Engineering,141586,remote,"2020-01-21 12:13:17"
40-7789629,Bary,Gorey,woman,Bary_Go_H@company.com,Support,120988,hybridic,"2020-01-03 12:55:00"
68-2477948,Billy,Kivell,male,Billy_Ki_H@company.com,Training,96872,hybridic,"2020-01-03 05:08:21"
14-8055341,Philipa,Cargill,male,Philipa_Ca_R@company.com,Engineering,97234,remote,"2020-01-02 14:38:12"
16-8635858,Felisha,Schneidau,woman,Felisha_Sc_R@company.com,Engineering,131533,remote,"2019-12-28 01:28:56"
03-1452172,Ainslie,Tidbury,woman,Ainslie_Ti_H@company.com,Engineering,141280,hybridic,"2019-12-22 19:24:36"
29-7557747,Sandi,Bastick,male,Sandi_Ba_R@company.com,Accounting,69428,remote,"2019-12-22 00:02:26"
48-5368296,Zilvia,Corck,male,Zilvia_Co_R@company.com,Support,164128,remote,"2019-12-21 09:49:01"
11-2410210,Moira,Meineck,woman,Moira_Me_H@company.com,Services,113313,hybridic,"2019-12-14 23:40:21"
59-1893004,Byrle,Bentame,woman,Byrle_Be_H@company.com,"Business Development",132013,hybridic,"2019-12-14 02:36:54"
16-3222865,Ann-marie,Thorogood,woman,Ann-marie_Th_H@company.com,Sales,108234,hybridic,"2019-12-12 01:51:25"
53-5521504,Suzanna,Flay,woman,Suzanna_Fl_R@company.com,Accounting,170880,remote,"2019-12-10 13:52:31"
52-8393268,Andreana,Vassano,male,Andreana_Va_R@company.com,Services,144187,remote,"2019-12-10 06:20:42"
29-2496084,Skell,Merner,male,Skell_Me_H@company.com,Engineering,113449,hybridic,"2019-12-07 07:16:20"
45-0438434,Ermin,Jorry,male,Ermin_Jo_H@company.com,Engineering,150817,hybridic,"2019-12-05 09:14:41"
20-3613502,Perry,Fuke,male,Perry_Fu_H@company.com,Services,169721,hybridic,"2019-12-03 01:25:25"
56-3456420,Tedra,Kiloh,woman,Tedra_Ki_R@company.com,Marketing,102633,remote,"2019-12-02 13:05:29"
60-8427932,Camilla,Chichgar,male,Camilla_Ch_R@company.com,Engineering,159985,remote,"2019-11-30 14:10:49"
61-9558177,Mitch,Whimper,woman,Mitch_Wh_R@company.com,"Business Development",72092,remote,"2019-11-25 01:48:43"
62-0171077,Shaylah,Ivanenkov,woman,Shaylah_Iv_H@company.com,Engineering,119162,hybridic,"2019-11-24 11:31:20"
27-0684913,Randolf,Pyrton,male,Randolf_Py_R@company.com,Services,178057,remote,"2019-11-23 14:10:09"
58-4079990,Ulysses,Haggish,woman,Ulysses_Ha_R@company.com,"Business Development",89406,remote,"2019-11-23 09:20:34"
01-0417194,Nissy,Reskelly,male,Nissy_Re_H@company.com,Support,93740,hybridic,"2019-11-19 15:30:43"
28-7021038,Federica,Towler,male,Federica_To_R@company.com,Engineering,179837,remote,"2019-11-19 02:11:54"
66-9659014,Cordie,Arderne,male,Cordie_Ar_H@company.com,Services,181810,hybridic,"2019-11-16 12:59:01"
16-9597555,Adolpho,Dosdale,woman,Adolpho_Do_H@company.com,Training,127750,hybridic,"2019-11-13 12:10:36"
39-4243558,Eustace,Callow,woman,Eustace_Ca_H@company.com,Accounting,137671,hybridic,"2019-11-12 19:37:56"
56-4339361,Carmella,Storrie,woman,Carmella_St_H@company.com,Training,180203,hybridic,"2019-11-11 14:33:20"
31-6511884,Koren,Cornbill,woman,Koren_Co_R@company.com,"Business Development",145764,remote,"2019-11-07 04:34:50"
49-8166229,Oralee,Kynd,woman,Oralee_Ky_H@company.com,Engineering,119212,hybridic,"2019-11-07 02:25:00"
44-6009142,Halsey,Kelleway,woman,Halsey_Ke_R@company.com,"Research and Development",72428,remote,"2019-11-07 00:21:00"
32-3495365,Toby,Bourcq,male,Toby_Bo_H@company.com,"Research and Development",99776,hybridic,"2019-10-28 20:03:00"
39-4055214,Denny,Keast,woman,Denny_Ke_H@company.com,Engineering,65995,hybridic,"2019-10-26 17:03:05"
09-8635181,Teodoro,Bech,male,Teodoro_Be_R@company.com,Services,140949,remote,"2019-10-22 16:25:52"
57-7594581,Rachelle,Hampshaw,woman,Rachelle_Ha_H@company.com,Engineering,181261,hybridic,"2019-10-13 14:21:48"
68-6434926,Garrik,Galley,male,Garrik_Ga_R@company.com,Engineering,159417,remote,"2019-10-10 07:21:33"
31-8537351,Curry,Huncoot,male,Curry_Hu_R@company.com,Marketing,133632,remote,"2019-10-09 15:40:57"
49-4806812,Kristi,Florez,male,Kristi_Fl_H@company.com,Engineering,76709,hybridic,"2019-10-08 09:20:18"
11-4460403,Ilsa,Spradbery,male,Ilsa_Sp_R@company.com,Auditing,119880,remote,"2019-10-06 20:39:55"
24-1684782,Gardener,Tue,male,Gardener_Tu_R@company.com,Accounting,152378,remote,"2019-10-05 01:44:34"
50-7074200,Georgena,Berick,male,Georgena_Be_R@company.com,Engineering,97239,remote,"2019-10-03 02:21:08"
30-2837442,Anni,Dyka,male,Anni_Dy_H@company.com,Engineering,133060,hybridic,"2019-10-01 06:55:26"
27-8500462,Morganne,Fenelon,male,Morganne_Fe_H@company.com,Sales,164202,hybridic,"2019-09-23 13:51:14"
06-9948352,Alistair,Pirelli,male,Alistair_Pi_R@company.com,Services,79714,remote,"2019-09-21 05:23:48"
22-8435130,Adora,Jopson,woman,Adora_Jo_R@company.com,Engineering,168770,remote,"2019-09-14 17:10:08"
37-4915368,Sosanna,Jarmain,male,Sosanna_Ja_H@company.com,Support,149830,hybridic,"2019-09-14 09:50:14"
19-8308072,Oliy,Biddell,woman,Oliy_Bi_R@company.com,"Human Resources",70956,remote,"2019-09-14 02:38:59"
64-9111008,Karalynn,Doust,woman,Karalynn_Do_H@company.com,Services,163993,hybridic,"2019-09-10 10:08:22"
51-6858161,Simona,Mallison,woman,Simona_Ma_R@company.com,"Human Resources",175070,remote,"2019-09-04 12:37:47"
33-2041010,Dalila,Pietruszewicz,woman,Dalila_Pi_H@company.com,Sales,108916,hybridic,"2019-09-02 03:07:11"
44-1659879,Peder,Oakenfield,male,Peder_Oa_R@company.com,"Human Resources",184243,remote,"2019-08-30 04:01:26"
41-7636376,Egor,Adamini,woman,Egor_Ad_R@company.com,Accounting,66918,remote,"2019-08-28 12:46:07"
41-8489508,Shaun,Devany,woman,Shaun_De_H@company.com,Support,115909,hybridic,"2019-08-25 18:37:13"
37-5134726,Sascha,Ferroni,male,Sascha_Fe_R@company.com,Services,78751,remote,"2019-08-22 23:59:52"
38-9234115,Tad,Pennock,woman,Tad_Pe_H@company.com,Engineering,147211,hybridic,"2019-08-21 01:29:06"
23-0747602,Geri,Cullotey,male,Geri_Cu_R@company.com,Accounting,80683,remote,"2019-08-19 05:50:34"
64-2655014,West,Ducastel,woman,West_Du_H@company.com,"Human Resources",146847,hybridic,"2019-08-19 05:25:31"
67-1311710,Artie,Moscon,male,Artie_Mo_H@company.com,"Product Management",101052,hybridic,"2019-08-16 16:59:57"
03-0603418,Ware,Gillicuddy,male,Ware_Gi_H@company.com,Services,156243,hybridic,"2019-08-14 05:31:01"
56-9383605,Raphael,Blaszczynski,male,Raphael_Bl_R@company.com,"Product Management",135205,remote,"2019-08-10 15:30:07"
01-0381181,Merv,Weiss,woman,Merv_We_H@company.com,Accounting,161942,hybridic,"2019-08-08 15:02:56"
34-7267302,Ethelda,Stuart,woman,Ethelda_St_H@company.com,Engineering,184694,hybridic,"2019-07-30 20:32:49"
67-5007769,Tersina,Plampin,woman,Tersina_Pl_R@company.com,"Business Development",176636,remote,"2019-07-26 15:00:11"
01-4279334,Marya,Gabbotts,male,Marya_Ga_H@company.com,"Research and Development",177373,hybridic,"2019-07-24 21:54:17"
30-0611883,Raleigh,O'Corr,woman,Raleigh_O'_R@company.com,Engineering,145317,remote,"2019-07-23 22:07:49"
36-7722462,Yule,Gerrets,male,Yule_Ge_R@company.com,Engineering,128326,remote,"2019-07-20 19:35:16"
61-7980303,Gilda,Allwell,male,Gilda_Al_R@company.com,Marketing,174521,remote,"2019-07-19 14:51:35"
14-1994668,Randal,Oxnam,woman,Randal_Ox_H@company.com,"Human Resources",154539,hybridic,"2019-07-18 15:13:37"
58-5762345,Phil,Shoebottom,woman,Phil_Sh_R@company.com,Accounting,78131,remote,"2019-07-17 14:31:48"
39-3535694,Leicester,Medlicott,woman,Leicester_Me_R@company.com,Accounting,168906,remote,"2019-07-12 15:37:45"
64-2885424,Hetti,Gotling,male,Hetti_Go_H@company.com,Marketing,165260,hybridic,"2019-06-30 02:24:29"
64-5218346,Nikki,Lubomirski,male,Nikki_Lu_R@company.com,Accounting,116681,remote,"2019-06-18 13:12:32"
45-2119504,Ainsley,Roels,woman,Ainsley_Ro_H@company.com,"Research and Development",163738,hybridic,"2019-06-17 04:22:46"
